Launch Id,Launch Status,Launch Suborbital,Rocket Name,Rocket Organisation,Rocket Price,Rocket Payload to LEO,Location,Launch Year,Launch Year Mon,USD/kg to LEO,2021 Mult,USD/kg to LEO CPI Adjusted,Rocket Price CPI Adjusted,Dum
1542,Success,Orbital,Delta II 7920-10C,ULA,,4844,"SLC-2W, Vandenberg SFB, California, USA",2009,2009-10,,1.263045535,,,1
1543,Success,Orbital,Delta II 7320-10C,ULA,,2703,"SLC-2W, Vandenberg SFB, California, USA",2009,2009-12,,1.263045535,,,1
1544,Success,Orbital,Delta II 7920-10C,ULA,,4844,"SLC-2W, Vandenberg SFB, California, USA",2009,2009-05,,1.263045535,,,1
1545,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",2005,2005-01,,1.387455197,,,1
1546,Success,Orbital,Delta II 7320-10C,Boeing,,2703,"SLC-2W, Vandenberg SFB, California, USA",2005,2005-05,,1.387455197,,,1
1547,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",2005,2005-09,,1.387455197,,,1
1548,Success,Orbital,Long March 3C/E,CASC,20,8000,"LC-2, Xichang Satellite Launch Center, China",2019,2019-05,25000,1.059896658,26497.41646,21.19793317,1
1549,Success,Orbital,Jielong-1,CASC,7.5,250,"Site 95, Jiuquan Satellite Launch Center, China",2019,2019-08,300000,1.059896658,317968.9975,7.949224938,1
1552,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-01,,2.073221117,,,1
1553,Success,Orbital,Delta II 6920-8,Boeing,,3983,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990,1990-02,,2.073221117,,,1
1554,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-03,,2.073221117,,,1
1555,Success,Orbital,Delta II 6925-8,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990,1990-04,,2.073221117,,,1
1556,Success,Orbital,Delta II 6920-10,Boeing,,3950,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-06,,2.073221117,,,1
1557,Success,Orbital,Delta 4925-8,Boeing,,3400,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990,1990-06,,2.073221117,,,1
1558,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-08,,2.073221117,,,1
1560,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-10,,2.073221117,,,1
1561,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1990,1990-10,,2.073221117,,,1
1562,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1990,1990-11,,2.073221117,,,1
1563,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991,1991-01,,1.989500734,,,1
1564,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991,1991-03,,1.989500734,,,1
1565,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991,1991-04,,1.989500734,,,1
1566,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1991,1991-05,,1.989500734,,,1
1567,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1991,1991-07,,1.989500734,,,1
1568,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-02,,1.931361368,,,1
1569,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-04,,1.931361368,,,1
1571,Success,Orbital,Delta II 6920-10,Boeing,,3950,"SLC-17A, Cape Canaveral SFS, Florida, USA",1992,1992-06,,1.931361368,,,1
1570,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-05,,1.931361368,,,1
1572,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-07,,1.931361368,,,1
1573,Success,Orbital,Delta II 6925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1992,1992-07,,1.931361368,,,1
1574,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-08,,1.931361368,,,1
1575,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1992,1992-09,,1.931361368,,,1
1576,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-10,,1.931361368,,,1
1577,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1992,1992-11,,1.931361368,,,1
1578,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1992,1992-12,,1.931361368,,,1
1579,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1993,1993-02,,1.875224913,,,1
1580,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1993,1993-03,,1.875224913,,,1
1581,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1993,1993-05,,1.875224913,,,1
1582,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1993,1993-06,,1.875224913,,,1
1583,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1993,1993-08,,1.875224913,,,1
1584,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1993,1993-10,,1.875224913,,,1
1585,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1993,1993-12,,1.875224913,,,1
1586,Success,Orbital,Delta II 7925-8,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1994,1994-02,,1.828407557,,,1
1587,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1994,1994-03,,1.828407557,,,1
1588,Success,Orbital,Delta II 7925-10,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1994,1994-11,,1.828407557,,,1
1589,Partial Failure,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1995,1995-08,,1.778018373,,,1
1590,Success,Orbital,Delta II 7920-10,Boeing,,4800,"SLC-2W, Vandenberg SFB, California, USA",1995,1995-11,,1.778018373,,,1
1591,Success,Orbital,Delta II 7920-10,Boeing,,4800,"SLC-17A, Cape Canaveral SFS, Florida, USA",1995,1995-12,,1.778018373,,,1
1593,Success,Orbital,Delta II 7925-8,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1996,1996-02,,1.727023582,,,1
1592,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1996,1996-01,,1.727023582,,,1
1594,Success,Orbital,Delta II 7925-10,Boeing,,,"SLC-2W, Vandenberg SFB, California, USA",1996,1996-02,,1.727023582,,,1
1595,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1996,1996-03,,1.727023582,,,1
1596,Success,Orbital,Delta II 7920-10,Boeing,,4800,"SLC-2W, Vandenberg SFB, California, USA",1996,1996-04,,1.727023582,,,1
1597,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1996,1996-05,,1.727023582,,,1
1598,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1996,1996-07,,1.727023582,,,1
1599,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1996,1996-09,,1.727023582,,,1
1600,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1996,1996-11,,1.727023582,,,1
1601,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1996,1996-12,,1.727023582,,,1
1602,Failure,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1997,1997-01,,1.688286604,,,1
1603,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-05,,1.688286604,,,1
1604,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1997,1997-05,,1.688286604,,,1
1605,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-07,,1.688286604,,,1
1606,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1997,1997-07,,1.688286604,,,1
1607,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-08,,1.688286604,,,1
1608,Success,Orbital,Delta II 7920-8,Boeing,,5000,"SLC-17A, Cape Canaveral SFS, Florida, USA",1997,1997-08,,1.688286604,,,1
1609,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-09,,1.688286604,,,1
1610,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1997,1997-11,,1.688286604,,,1
1611,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-11,,1.688286604,,,1
1612,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1997,1997-12,,1.688286604,,,1
1613,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1998,1998-01,,1.662392638,,,1
1614,Success,Orbital,Delta II 7420-10C,Boeing,,3099,"SLC-17A, Cape Canaveral SFS, Florida, USA",1998,1998-02,,1.662392638,,,1
1616,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-03,,1.662392638,,,1
1615,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-02,,1.662392638,,,1
1618,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-05,,1.662392638,,,1
1617,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-17A, Cape Canaveral SFS, Florida, USA",1998,1998-04,,1.662392638,,,1
1619,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1998,1998-06,,1.662392638,,,1
1620,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-09,,1.662392638,,,1
1621,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-10,,1.662392638,,,1
1622,Success,Orbital,Delta II 7920-10C,Boeing,,4844,"SLC-2W, Vandenberg SFB, California, USA",1998,1998-11,,1.662392638,,,1
1623,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1998,1998-11,,1.662392638,,,1
1625,Success,Orbital,Delta II 7425,Boeing,,,"SLC-17B, Cape Canaveral SFS, Florida, USA",1999,1999-01,,1.626470588,,,1
1624,Success,Orbital,Delta II 7425,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1998,1998-12,,1.662392638,,,1
1626,Success,Orbital,Delta II 7426,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1999,1999-02,,1.626470588,,,1
1627,Success,Orbital,Delta II 7920-10,Boeing,,4800,"SLC-2W, Vandenberg SFB, California, USA",1999,1999-02,,1.626470588,,,1
1628,Success,Orbital,Delta II 7920-10,Boeing,,4800,"SLC-2W, Vandenberg SFB, California, USA",1999,1999-04,,1.626470588,,,1
1629,Success,Orbital,Delta II 7420-10C,Boeing,,3099,"SLC-17B, Cape Canaveral SFS, Florida, USA",1999,1999-06,,1.626470588,,,1
1630,Success,Orbital,Delta II 7320-10C,Boeing,,2703,"SLC-17A, Cape Canaveral SFS, Florida, USA",1999,1999-06,,1.626470588,,,1
1632,Success,Orbital,Delta II 7420-10C,Boeing,,3099,"SLC-17A, Cape Canaveral SFS, Florida, USA",1999,1999-07,,1.626470588,,,1
1631,Success,Orbital,Delta II 7420-10C,Boeing,,3099,"SLC-17B, Cape Canaveral SFS, Florida, USA",1999,1999-07,,1.626470588,,,1
1633,Success,Orbital,Delta II 7420-10C,Boeing,,3099,"SLC-17B, Cape Canaveral SFS, Florida, USA",1999,1999-08,,1.626470588,,,1
1634,Success,Orbital,Delta II 7925,Boeing,,,"SLC-17A, Cape Canaveral SFS, Florida, USA",1999,1999-10,,1.626470588,,,1
1640,Failure,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1966,1966-09,,8.363271605,,,1
1641,Failure,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1966,1966-11,,8.363271605,,,1
1642,Failure,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1967,1967-03,,8.112874251,,,1
1643,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1967,1967-01,,8.112874251,,,1
1644,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",1967,1967-05,,8.112874251,,,1
1645,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1967,1967-07,,8.112874251,,,1
1646,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1967,1967-07,,8.112874251,,,1
1647,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1967,1967-08,,8.112874251,,,1
1648,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1967,1967-09,,8.112874251,,,1
1649,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1967,1967-09,,8.112874251,,,1
1650,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1967,1967-10,,8.112874251,,,1
1651,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1967,1967-10,,8.112874251,,,1
1652,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 162/62, Baikonur Cosmodrome, Kazakhstan",1968,1968-04,,7.786494253,,,1
1653,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1968,1968-10,,7.786494253,,,1
1654,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",1969,1969-09,,7.383378747,,,1
1656,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1970,1970-09,,6.983762887,,,1
1655,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",1970,1970-07,,6.983762887,,,1
1657,Success,Orbital,R-36 Orb.,RVSN USSR,,3350,"Site 161/61, Baikonur Cosmodrome, Kazakhstan",1971,1971-08,,6.690617284,,,1
1658,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1967,1967-10,,8.112874251,,,1
1659,Failure,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1968,1968-04,,7.786494253,,,1
1660,Success,Orbital,Atlas IIIA,International Launch Services,,8640,"SLC-36B, Cape Canaveral SFS, Florida, USA",2000,2000-05,,1.573577236,,,1
1661,Success,Orbital,Atlas IIIA,International Launch Services,,8640,"SLC-36B, Cape Canaveral SFS, Florida, USA",2004,2004-03,,1.434462679,,,1
1662,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1968,1968-10,,7.786494253,,,1
1663,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1968,1968-10,,7.786494253,,,1
1664,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1968,1968-11,,7.786494253,,,1
1665,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1967,1967-12,,8.112874251,,,1
1666,Success,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1968,1968-03,,7.786494253,,,1
1667,Failure,Orbital,Tsyklon-2A,RVSN USSR,,3000,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1969,1969-01,,7.383378747,,,1
1668,Success,Orbital,Atlas IIIB,International Launch Services,,10218,"SLC-36B, Cape Canaveral SFS, Florida, USA",2002,2002-02,,1.506225681,,,1
1669,Success,Orbital,Atlas IIIB,International Launch Services,,10218,"SLC-36B, Cape Canaveral SFS, Florida, USA",2003,2003-04,,1.472663043,,,1
1670,Success,Orbital,Atlas IIIB,Lockheed,,10218,"SLC-36B, Cape Canaveral SFS, Florida, USA",2005,2005-02,,1.387455197,,,1
1671,Success,Orbital,Atlas IIIB,Lockheed,,10218,"SLC-36B, Cape Canaveral SFS, Florida, USA",2003,2003-12,,1.472663043,,,1
1673,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1969,1969-12,,7.383378747,,,1
1672,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1969,1969-08,,7.383378747,,,1
1674,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1970,1970-10,,6.983762887,,,1
1675,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1970,1970-10,,6.983762887,,,1
1676,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1970,1970-10,,6.983762887,,,1
1677,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971,1971-02,,6.690617284,,,1
1679,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971,1971-12,,6.690617284,,,1
1678,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1971,1971-04,,6.690617284,,,1
1680,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1976,1976-02,,4.762214411,,,1
1681,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1976,1976-04,,4.762214411,,,1
1682,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1976,1976-07,,4.762214411,,,1
1683,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1976,1976-12,,4.762214411,,,1
1684,Failure,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-05,,4.471452145,,,1
1685,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-06,,4.471452145,,,1
1686,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-10,,4.471452145,,,1
1687,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-12,,4.471452145,,,1
1688,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1978,1978-05,,4.155981595,,,1
1689,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,1980-04,,3.288470874,,,1
1690,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1981,1981-02,,2.980968097,,,1
1691,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1981,1981-03,,2.980968097,,,1
1692,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1982,1982-06,,2.807979275,,,1
1693,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2020,2020-07,21929.82456,1.046980229,22960.09274,52.34901144,1
1694,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2019,2019-11,21929.82456,1.059896658,23243.34777,52.99483292,1
1695,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2020,2020-01,21929.82456,1.046980229,22960.09274,52.34901144,1
1696,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1970,1970-10,,6.983762887,,,1
1697,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1971,1971-04,,6.690617284,,,1
1698,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1971,1971-12,,6.690617284,,,1
1699,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1972,1972-08,,6.482535885,,,1
1700,Failure,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1973,1973-04,,6.102927928,,,1
1701,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1973,1973-12,,6.102927928,,,1
1702,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974,1974-05,,5.496348884,,,1
1703,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974,1974-05,,5.496348884,,,1
1704,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975,1975-04,,5.0366171,,,1
1705,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975,1975-04,,5.0366171,,,1
1706,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1975,1975-12,,5.0366171,,,1
1707,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1976,1976-10,,4.762214411,,,1
1708,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1976,1976-10,,4.762214411,,,1
1709,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1974,1974-12,,5.496348884,,,1
1710,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975,1975-10,,5.0366171,,,1
1711,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1976,1976-07,,4.762214411,,,1
1712,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1976,1976-11,,4.762214411,,,1
1713,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-09,,4.471452145,,,1
1714,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1980,1980-04,,3.288470874,,,1
1715,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1981,1981-03,,2.980968097,,,1
1716,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1981,1981-04,,2.980968097,,,1
1717,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1981,1981-08,,2.980968097,,,1
1718,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1982,1982-05,,2.807979275,,,1
1719,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1982,1982-06,,2.807979275,,,1
1720,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1982,1982-08,,2.807979275,,,1
1721,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1982,1982-10,,2.807979275,,,1
1723,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1984,1984-10,,2.60798845,,,1
1722,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1984,1984-06,,2.60798845,,,1
1725,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1985,1985-08,,2.51830855,,,1
1724,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1985,1985-08,,2.51830855,,,1
1726,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1986,1986-03,,2.472354015,,,1
1727,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1977,1977-09,,4.471452145,,,1
1729,Success,Orbital,Tsyklon-2,RVSN USSR,,2850,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1987,1987-02,,2.385299296,,,1
