Location
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Baikonur Cosmodrome, Kazakhstan"
"Kiritimati Launch Area, Pacific Ocean"
"Plesetsk Cosmodrome, Russia"
"Taiyuan Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Plesetsk Cosmodrome, Russia"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Guiana Space Centre, French Guiana, France"
"Semnan Space Center, Iran"
"Baikonur Cosmodrome, Kazakhstan"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Jiuquan Satellite Launch Center, China"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Yasny Cosmodrome, Russia"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Satish Dhawan Space Centre, India"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Semnan Space Center, Iran"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Tonghae Satellite Launching Ground, North Korea"
"Satish Dhawan Space Centre, India"
"Kiritimati Launch Area, Pacific Ocean"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Naro Space Center, South Korea"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Tanegashima Space Center, Japan"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Naro Space Center, South Korea"
"Yasny Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Palmachim Airbase, Israel"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Pacific Spaceport Complex, Alaska, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Semnan Space Center, Iran"
"Wallops Flight Facility, Virginia, USA"
"Kennedy Space Center, Florida, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Yasny Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Kiritimati Launch Area, Pacific Ocean"
"Pacific Spaceport Complex, Alaska, USA"
"Jiuquan Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Semnan Space Center, Iran"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Sohae Satellite Launching Station, North Korea"
"Satish Dhawan Space Centre, India"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Semnan Space Center, Iran"
"Kiritimati Launch Area, Pacific Ocean"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Vandenberg AFB, California, USA"
"Semnan Space Center, Iran"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Sohae Satellite Launching Station, North Korea"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Naro Space Center, South Korea"
"Cape Canaveral AFS, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Wallops Flight Facility, Virginia, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Yasny Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Wallops Flight Facility, Virginia, USA"
"Plesetsk Cosmodrome, Russia"
"Wallops Flight Facility, Virginia, USA"
"Uchinoura Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
China
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Wallops Flight Facility, Virginia, USA"
"Yasny Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Wallops Flight Facility, Virginia, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Palmachim Airbase, Israel"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Kiritimati Launch Area, Pacific Ocean"
"Yasny Cosmodrome, Russia"
"Satish Dhawan Space Centre, India"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
"Cape Canaveral AFS, Florida, USA"
"Yasny Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Tanegashima Space Center, Japan"
"Semnan Space Center, Iran"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Semnan Space Center, Iran"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Yasny Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"West Texas, Texas, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Kauai, Pacific Missile Range Facility"
"Guiana Space Centre, French Guiana, France"
"West Texas, Texas, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"West Texas, Texas, USA"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Sohae Satellite Launching Station, North Korea"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"West Texas, Texas, USA"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vostochny Cosmodrome, Russia"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"West Texas, Texas, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Wenchang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Palmachim Airbase, Israel"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"West Texas, Texas, USA"
"Jiuquan Satellite Launch Center, China"
"Wallops Flight Facility, Virginia, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Tanegashima Space Center, Japan"
"Wenchang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Uchinoura Space Center, Japan"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
Japan
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Wenchang Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"M?hia Peninsula, New Zealand"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Satish Dhawan Space Centre, India"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Wenchang Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Semnan Space Center, Iran"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Tanegashima Space Center, Japan"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Vostochny Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"West Texas, Texas, USA"
"Tanegashima Space Center, Japan"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Uchinoura Space Center, Japan"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"M?hia Peninsula, New Zealand"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Vostochny Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
Japan
"Kennedy Space Center, Florida, USA"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"West Texas, Texas, USA"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Xichang Satellite Launch Center, China"
"Wallops Flight Facility, Virginia, USA"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"West Texas, Texas, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Spaceport America, New Mexico"
China
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Xichang Satellite Launch Center, China"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Tanegashima Space Center, Japan"
"Xichang Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"M?hia Peninsula, New Zealand"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Wallops Flight Facility, Virginia, USA"
"Xichang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"M?hia Peninsula, New Zealand"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Vostochny Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Semnan Space Center, Iran"
"Uchinoura Space Center, Japan"
"Vandenberg AFB, California, USA"
"Jiuquan Satellite Launch Center, China"
"West Texas, Texas, USA"
"Satish Dhawan Space Centre, India"
"Guiana Space Centre, French Guiana, France"
"Semnan Space Center, Iran"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Spaceport America, New Mexico"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"M?hia Peninsula, New Zealand"
"Xichang Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Wallops Flight Facility, Virginia, USA"
"Xichang Satellite Launch Center, China"
China
"West Texas, Texas, USA"
"Cape Canaveral AFS, Florida, USA"
"M?hia Peninsula, New Zealand"
"Xichang Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
Yellow Sea
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"M?hia Peninsula, New Zealand"
"Spaceport America, New Mexico"
"Vostochny Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
